Match_ID,Date,Season,League,HomeTeam,AwayTeam,Elo_Home,Elo_Away,Elo_Diff,Elo_Exp_Home,Elo_Exp_Away,Rest_Days_Home,Rest_Days_Away,Rest_Days_Diff,Trap_Risk_Home,Trap_Risk_Away,Trap_Risk_Diff,Motivation_Home,Motivation_Away,Motivation_Diff,Is_Derby,Derby_Name,Tactics_Pressing_Home,Tactics_Pressing_Away,Tactics_Attack_Home,Tactics_Attack_Away,Tactics_Finishing_Home,Tactics_Finishing_Away,Tactics_Defense_Home,Tactics_Defense_Away,Tactics_SetPiece_Home,Tactics_SetPiece_Away,Counter_Advantage_Home,Counter_Advantage_Away,Counter_Advantage_Diff,Tactics_Clash_Pressing,Tactics_Clash_Attack_vs_Def,Tactics_Clash_Def_vs_Attack,Tactics_Clash_SetPiece,Games_Played_Home,Games_Played_Away,Season_Points_Home,Season_Points_Away,Home_L3_goals_scored_avg,Home_L3_goals_conceded_avg,Home_L3_points_avg,Home_L3_shots_avg,Home_L3_shots_target_avg,Home_L3_shots_conceded_avg,Home_L3_shots_target_conceded_avg,Home_L3_corners_avg,Home_L3_fouls_avg,Home_L3_win_rate,Home_L3_draw_rate,Home_L3_loss_rate,Home_L3_shot_accuracy,Home_L3_weighted_points,Home_L3_unbeaten_streak,Away_L3_goals_scored_avg,Away_L3_goals_conceded_avg,Away_L3_points_avg,Away_L3_shots_avg,Away_L3_shots_target_avg,Away_L3_shots_conceded_avg,Away_L3_shots_target_conceded_avg,Away_L3_corners_avg,Away_L3_fouls_avg,Away_L3_win_rate,Away_L3_draw_rate,Away_L3_loss_rate,Away_L3_shot_accuracy,Away_L3_weighted_points,Away_L3_unbeaten_streak,Home_L5_goals_scored_avg,Home_L5_goals_conceded_avg,Home_L5_points_avg,Home_L5_shots_avg,Home_L5_shots_target_avg,Home_L5_shots_conceded_avg,Home_L5_shots_target_conceded_avg,Home_L5_corners_avg,Home_L5_fouls_avg,Home_L5_win_rate,Home_L5_draw_rate,Home_L5_loss_rate,Home_L5_shot_accuracy,Home_L5_weighted_points,Home_L5_unbeaten_streak,Away_L5_goals_scored_avg,Away_L5_goals_conceded_avg,Away_L5_points_avg,Away_L5_shots_avg,Away_L5_shots_target_avg,Away_L5_shots_conceded_avg,Away_L5_shots_target_conceded_avg,Away_L5_corners_avg,Away_L5_fouls_avg,Away_L5_win_rate,Away_L5_draw_rate,Away_L5_loss_rate,Away_L5_shot_accuracy,Away_L5_weighted_points,Away_L5_unbeaten_streak,Home_L10_goals_scored_avg,Home_L10_goals_conceded_avg,Home_L10_points_avg,Home_L10_shots_avg,Home_L10_shots_target_avg,Home_L10_shots_conceded_avg,Home_L10_shots_target_conceded_avg,Home_L10_corners_avg,Home_L10_fouls_avg,Home_L10_win_rate,Home_L10_draw_rate,Home_L10_loss_rate,Home_L10_shot_accuracy,Home_L10_weighted_points,Home_L10_unbeaten_streak,Away_L10_goals_scored_avg,Away_L10_goals_conceded_avg,Away_L10_points_avg,Away_L10_shots_avg,Away_L10_shots_target_avg,Away_L10_shots_conceded_avg,Away_L10_shots_target_conceded_avg,Away_L10_corners_avg,Away_L10_fouls_avg,Away_L10_win_rate,Away_L10_draw_rate,Away_L10_loss_rate,Away_L10_shot_accuracy,Away_L10_weighted_points,Away_L10_unbeaten_streak,Home_AtHome_L5_goals_scored_avg,Home_AtHome_L5_goals_conceded_avg,Home_AtHome_L5_points_avg,Home_AtHome_L5_shots_avg,Home_AtHome_L5_shots_target_avg,Home_AtHome_L5_shots_conceded_avg,Home_AtHome_L5_shots_target_conceded_avg,Home_AtHome_L5_corners_avg,Home_AtHome_L5_fouls_avg,Home_AtHome_L5_win_rate,Home_AtHome_L5_draw_rate,Home_AtHome_L5_loss_rate,Home_AtHome_L5_shot_accuracy,Home_AtHome_L5_weighted_points,Home_AtHome_L5_unbeaten_streak,Away_AtAway_L5_goals_scored_avg,Away_AtAway_L5_goals_conceded_avg,Away_AtAway_L5_points_avg,Away_AtAway_L5_shots_avg,Away_AtAway_L5_shots_target_avg,Away_AtAway_L5_shots_conceded_avg,Away_AtAway_L5_shots_target_conceded_avg,Away_AtAway_L5_corners_avg,Away_AtAway_L5_fouls_avg,Away_AtAway_L5_win_rate,Away_AtAway_L5_draw_rate,Away_AtAway_L5_loss_rate,Away_AtAway_L5_shot_accuracy,Away_AtAway_L5_weighted_points,Away_AtAway_L5_unbeaten_streak,H2H_Home_Avg_Points,H2H_Home_Avg_GoalDiff,H2H_Count,Diff_L5_Points,Diff_L5_Weighted_Points,Diff_L5_Goals_Scored,Diff_L5_Goals_Conceded,Diff_L5_Shots_Target,B365H,B365D,B365A,FTHG,FTAG,FTR,Target
509,2021-03-04,2020-2021,LaLiga,Granada,Villarreal,1458.7411755497064,1519.1252088560213,4.615966693685095,0.5066425192358779,0.4933574807641221,3,4,-1,0.0,0.15,-0.15,0.6,0.525,0.07499999999999996,0.0,None,68.8,70.6,25.6,12.6,56.5,49.3,53.0,65.0,40.0,38.3,0.0,0.0,0.0,3.799999999999997,-39.4,40.4,1.7000000000000028,4,3,3,1,1.3333333333333333,2.0,1.0,9.0,4.0,14.0,5.666666666666667,3.0,12.333333333333334,0.3333333333333333,0.0,0.6666666666666666,0.44444395061783265,1.0,0,0.6666666666666666,1.6666666666666667,0.3333333333333333,10.333333333333334,4.333333333333333,13.0,5.666666666666667,5.666666666666667,15.333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.4193544328828068,0.3333333333333333,0,1.0,1.8,0.6,8.4,3.0,12.0,5.0,4.4,12.6,0.2,0.0,0.8,0.35714243197329526,0.8,0,1.0,1.2,1.4,9.4,4.6,12.6,4.4,4.8,14.2,0.4,0.2,0.4,0.4893611815306579,0.8666666666666667,0,1.3,1.5,1.1,10.3,3.4,11.1,4.2,4.4,13.4,0.3,0.2,0.5,0.3300967668963428,0.8,0,0.9,1.2,1.1,9.1,3.8,10.2,3.4,4.3,13.1,0.2,0.5,0.3,0.4175819587011443,1.1090909090909091,0,1.0,1.0,1.4,12.4,3.4,10.6,3.8,6.0,14.4,0.4,0.2,0.4,0.27419332726344575,1.3333333333333333,1,1.0,1.0,1.2,7.4,2.8,10.0,3.6,3.8,14.2,0.2,0.6,0.2,0.3783778670569364,1.0666666666666667,2,1.0,0.0,1,-0.7999999999999999,-0.06666666666666665,0.0,0.6000000000000001,-1.5999999999999996,3.8,3.3,2.05,0,3,A,2
510,2021-03-04,2020-2021,LaLiga,Osasuna,Getafe,1472.7047983998964,1438.8058262109055,98.89897218899091,0.6386035415959016,0.3613964584040984,3,5,-2,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,69.0,93.8,8.0,6.2,51.3,14.9,71.7,77.0,13.3,18.3,0.0,0.0,0.0,-8.0,-69.0,65.5,-5.0,4,3,7,3,0.6666666666666666,1.0,1.3333333333333333,6.0,1.6666666666666667,7.333333333333333,2.6666666666666665,2.3333333333333335,14.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.27777731481558643,1.5,2,1.0,0.6666666666666666,1.0,8.333333333333334,1.6666666666666667,6.666666666666667,2.3333333333333335,2.3333333333333335,20.666666666666668,0.3333333333333333,0.0,0.6666666666666666,0.199999760000288,1.5,1,0.8,0.6,2.0,6.4,2.0,8.4,2.4,2.8,14.2,0.6,0.2,0.2,0.31249951171951296,1.7333333333333334,2,0.6,0.8,0.6,10.2,2.4,6.4,2.4,3.2,18.4,0.2,0.0,0.8,0.2352938869667775,1.0,1,0.9,0.9,1.5,7.9,2.9,10.9,2.7,2.8,13.3,0.4,0.3,0.3,0.36708814292640135,1.7454545454545454,2,0.6,1.1,0.8,9.0,2.5,7.5,2.8,3.1,17.4,0.2,0.2,0.6,0.2777774691361454,0.8181818181818182,1,1.2,1.4,1.4,6.8,2.2,11.4,2.6,3.4,15.4,0.4,0.2,0.4,0.3235289359868589,1.5333333333333334,0,0.6,1.6,0.6,8.6,2.4,9.0,4.0,3.2,17.4,0.2,0.0,0.8,0.27906944294250824,0.2,0,0.0,-1.0,1,1.4,0.7333333333333334,0.20000000000000007,-0.20000000000000007,-0.3999999999999999,2.55,2.8,3.2,0,0,D,1
511,2021-03-04,2020-2021,LaLiga,Real Madrid,Eibar,1650.3488025847403,1460.333518644966,255.01528393977424,0.812751071614331,0.18724892838566898,12,3,9,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,63.1,88.3,53.2,32.4,48.2,28.4,90.0,75.7,61.7,66.7,0.0,0.0,0.0,-12.600000000000001,-22.5,57.6,-5.0,2,4,6,5,1.6666666666666667,0.0,3.0,11.666666666666666,3.6666666666666665,6.333333333333333,2.3333333333333335,4.0,12.666666666666666,1.0,0.0,0.0,0.3142854448981901,3.0,3,1.0,0.6666666666666666,1.3333333333333333,15.0,4.333333333333333,5.333333333333333,2.0,4.666666666666667,12.666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.28888869629642466,1.8333333333333333,2,2.0,0.6,2.4,10.6,4.0,9.4,3.8,3.8,10.8,0.8,0.0,0.2,0.3773581345677976,2.6,3,0.8,1.0,1.0,15.2,4.2,5.6,2.2,5.4,12.6,0.2,0.4,0.4,0.27631560768710023,1.4,2,1.7,0.5,2.3,15.0,4.7,9.0,2.9,5.7,11.1,0.7,0.2,0.1,0.3133331244445837,2.4363636363636365,3,1.1,1.1,1.0,12.9,3.6,7.9,2.9,6.0,14.4,0.2,0.4,0.4,0.2790695511088751,1.1272727272727272,2,1.6,0.4,2.4,14.4,4.8,9.0,2.8,4.8,11.4,0.8,0.0,0.2,0.3333331018520126,2.4,2,0.8,1.2,0.6,11.0,3.2,10.0,3.2,5.6,13.0,0.0,0.6,0.4,0.29090882644652144,0.5333333333333333,0,3.0,2.0,1,1.4,1.2000000000000002,1.2,-0.4,-0.20000000000000018,1.33,5.5,8.0,2,0,H,0
512,2021-03-04,2020-2021,EPL,Arsenal,Liverpool,1577.4100706779689,1583.89298494114,58.5170857368289,0.5834254938386484,0.4165745061613516,4,2,2,0.15,0.15,0.0,0.525,0.525,0.0,0.0,None,28.1,66.5,49.7,47.7,67.6,30.2,66.0,77.7,53.3,95.0,0.0,0.0,0.0,-49.6,-28.0,18.299999999999997,-41.7,3,4,6,3,2.3333333333333335,1.3333333333333333,2.0,10.666666666666666,3.3333333333333335,10.666666666666666,3.6666666666666665,4.0,7.333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3124997070315247,2.0,1,0.6666666666666666,1.0,1.0,14.0,5.0,10.0,4.0,5.333333333333333,10.333333333333334,0.3333333333333333,0.0,0.6666666666666666,0.35714260204099857,1.0,0,1.8,1.4,1.4,11.4,4.0,13.4,4.6,5.0,7.4,0.4,0.2,0.4,0.35087688519571475,1.6666666666666667,1,1.2,1.4,1.2,14.2,4.8,9.8,4.0,6.6,9.0,0.4,0.0,0.6,0.33802793096624584,1.0,0,1.9,1.0,1.7,13.2,4.8,11.7,4.2,5.2,7.3,0.5,0.2,0.3,0.3636360881544787,1.6181818181818182,1,1.3,1.0,1.4,15.6,5.1,8.2,3.4,7.7,11.1,0.4,0.2,0.4,0.3269228673571363,1.2727272727272727,0,1.4,0.6,1.6,13.6,3.8,10.8,2.8,4.6,9.4,0.4,0.4,0.2,0.2794115592562064,1.4666666666666666,0,2.6,1.2,2.4,15.0,6.2,7.6,2.8,6.6,10.0,0.8,0.0,0.2,0.4133330577779615,2.2,1,0.0,-2.0,1,0.19999999999999996,0.6666666666666667,0.6000000000000001,0.0,-0.7999999999999998,3.1,3.7,2.15,0,3,A,2
513,2021-03-04,2020-2021,EPL,Leeds,Sheffield United,1469.1334579717031,1324.8151569449744,209.3183010267287,0.7694011739399141,0.23059882606008586,2,1,1,0.0,0.0,0.0,0.7643186101995397,0.6,0.16431861019953975,0.0,None,53.8,49.8,34.4,2.8,41.4,27.3,49.0,35.3,58.3,41.7,0.0,0.0,0.0,18.5,-0.8999999999999986,46.2,16.599999999999994,5,4,3,3,1.3333333333333333,1.0,1.0,13.333333333333334,5.666666666666667,10.666666666666666,5.0,5.333333333333333,12.333333333333334,0.3333333333333333,0.0,0.6666666666666666,0.42499968125023907,0.5,0,0.3333333333333333,1.0,1.0,7.0,2.0,15.666666666666666,6.333333333333333,3.3333333333333335,12.0,0.3333333333333333,0.0,0.6666666666666666,0.2857138775516035,1.5,1,1.2,1.6,0.6,13.4,5.8,12.0,5.0,6.0,12.4,0.2,0.0,0.8,0.4328354978839568,0.6,0,0.2,2.0,0.6,7.4,2.4,16.0,7.8,4.6,11.4,0.2,0.0,0.8,0.32432388604880263,1.0,1,1.2,1.4,1.2,12.9,4.9,13.2,4.8,5.5,12.4,0.4,0.0,0.6,0.37984466678708007,0.9818181818181818,0,0.6,1.8,0.9,8.2,2.9,13.7,6.1,4.5,12.1,0.3,0.0,0.7,0.3536581052949936,0.9272727272727272,1,1.0,0.8,1.2,13.4,4.6,8.8,3.6,5.4,11.0,0.4,0.0,0.6,0.34328332590796573,1.0,0,0.0,2.2,0.0,6.2,2.2,13.4,7.2,4.6,12.6,0.0,0.0,1.0,0.35483813735784303,0.0,0,3.0,1.0,1,0.0,-0.4,1.0,-0.3999999999999999,3.4,1.5,4.33,6.5,2,1,H,0
514,2021-03-04,2020-2021,EPL,Chelsea,West Brom,1563.559411842899,1362.0630462333072,266.49636560959175,0.8226019570563775,0.1773980429436225,3,5,-2,0.25,0.0,0.25,0.475,0.6,-0.125,0.0,None,67.7,31.3,41.1,8.0,34.2,62.0,82.7,17.0,71.7,16.7,45.0,0.0,45.0,50.7,24.1,74.7,55.0,4,3,5,5,0.6666666666666666,1.3333333333333333,0.6666666666666666,12.0,3.6666666666666665,11.0,3.6666666666666665,4.666666666666667,10.666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.30555530092613814,0.5,0,0.6666666666666666,0.3333333333333333,1.6666666666666667,7.666666666666667,2.6666666666666665,10.333333333333334,4.666666666666667,5.333333333333333,11.333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.3478256332709131,2.0,3,1.4,1.0,1.6,14.8,5.0,9.8,3.4,6.2,10.4,0.4,0.4,0.2,0.33783760956918274,1.0666666666666667,0,0.6,1.4,1.0,7.6,3.0,13.2,6.4,4.2,10.0,0.2,0.4,0.4,0.3947363227153649,1.4666666666666666,3,1.2,0.8,1.8,14.5,5.3,8.5,3.2,6.3,11.5,0.5,0.3,0.2,0.3655169892986281,1.5272727272727273,0,0.9,2.3,0.9,6.9,2.7,14.7,6.4,3.0,9.8,0.2,0.3,0.5,0.3913037807191584,1.0545454545454545,3,1.6,0.8,2.0,16.8,6.0,9.2,3.2,5.8,9.8,0.6,0.2,0.2,0.35714264455794964,1.4666666666666666,0,1.2,1.4,1.0,8.2,3.4,14.8,4.2,2.2,9.6,0.2,0.4,0.4,0.41463364069068215,0.8,1,1.0,0.0,1,0.6000000000000001,-0.3999999999999999,0.7999999999999999,-0.3999999999999999,2.0,1.22,6.0,15.0,2,5,A,2
515,2021-03-05,2020-2021,LaLiga,Sevilla,Ath Bilbao,1602.9543584382498,1529.0803565891665,138.87400184908324,0.6898510451618349,0.31014895483816507,6,4,2,0.0,0.15,-0.15,0.6,0.525,0.07499999999999996,0.0,None,80.2,78.8,30.8,36.7,65.7,56.9,84.7,74.0,36.7,68.3,0.0,0.0,0.0,6.200000000000003,-43.2,48.0,-31.599999999999994,3,4,6,8,1.0,0.6666666666666666,2.0,9.333333333333334,3.6666666666666665,8.0,3.3333333333333335,4.666666666666667,16.333333333333332,0.6666666666666666,0.0,0.3333333333333333,0.3928567219392265,1.5,0,1.0,0.6666666666666666,1.6666666666666667,14.0,5.0,6.0,2.6666666666666665,7.0,13.333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.35714260204099857,2.0,3,1.2,0.6,2.0,8.2,3.4,11.4,3.8,3.4,15.8,0.6,0.2,0.2,0.41463364069068215,1.7333333333333334,0,1.6,0.8,1.6,12.4,5.0,8.2,3.2,6.4,14.6,0.4,0.4,0.2,0.40322548126977314,1.8666666666666667,4,1.5,0.5,2.3,10.6,3.6,10.6,3.6,4.2,14.9,0.7,0.2,0.1,0.33962232111101787,2.1636363636363636,0,1.5,0.8,1.5,12.0,4.3,11.1,3.9,6.1,15.6,0.4,0.3,0.3,0.3583330347224711,1.690909090909091,4,1.4,0.6,2.0,11.4,3.8,9.0,4.0,5.4,14.6,0.6,0.2,0.2,0.33333304093592897,1.8666666666666667,0,1.4,1.0,1.0,11.6,4.0,13.4,5.0,6.2,15.4,0.2,0.4,0.4,0.3448272889419923,1.2,2,0.0,-1.0,1,0.3999999999999999,-0.1333333333333333,-0.40000000000000013,-0.20000000000000007,-1.6,1.57,4.0,5.75,0,1,A,2
516,2021-03-05,2020-2021,EPL,Burnley,West Ham,1462.1455932762208,1566.7116669587772,-39.56607368255641,0.4433047197244589,0.5566952802755412,2,3,-1,0.0,0.0,0.0,0.5,0.6,-0.09999999999999998,0.0,None,34.4,54.4,10.1,44.8,46.7,73.8,48.0,68.0,28.3,50.0,0.0,20.0,-20.0,-33.6,-57.9,3.200000000000003,-21.7,6,4,6,9,0.3333333333333333,2.3333333333333335,0.3333333333333333,8.0,3.3333333333333335,16.0,5.666666666666667,3.3333333333333335,8.0,0.0,0.3333333333333333,0.6666666666666666,0.4166661458339844,0.5,1,2.0,1.3333333333333333,2.0,11.0,5.666666666666667,13.0,3.0,3.3333333333333335,13.333333333333334,0.6666666666666666,0.0,0.3333333333333333,0.5151510468323817,2.0,1,0.4,1.6,0.6,7.6,2.8,13.2,4.6,4.0,9.4,0.0,0.6,0.4,0.36842056786767385,0.5333333333333333,1,2.0,1.4,1.8,10.8,5.6,12.2,3.8,4.6,11.6,0.6,0.0,0.4,0.5185180384092236,2.0,1,0.9,1.2,1.3,8.5,3.1,15.3,5.2,3.7,10.7,0.3,0.4,0.3,0.36470545328770204,0.9272727272727272,1,1.8,1.1,2.2,12.5,5.6,10.2,3.1,5.0,10.5,0.7,0.1,0.2,0.4479996416002867,2.109090909090909,1,0.4,0.8,0.8,8.4,3.0,12.0,3.6,5.0,10.0,0.0,0.8,0.2,0.35714243197329526,0.7333333333333333,1,1.6,1.0,2.0,13.0,5.6,8.6,2.6,3.2,11.2,0.6,0.2,0.2,0.4307688994085389,2.066666666666667,1,0.0,-1.0,1,-1.2000000000000002,-1.4666666666666668,-1.6,0.20000000000000018,-2.8,3.1,3.6,2.2,1,2,A,2
517,2021-03-05,2020-2021,EPL,West Brom,Wolves,1405.249648978767,1506.0883943888116,-35.83874541004457,0.44860605389074404,0.551393946109256,1,6,-5,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,29.0,39.0,18.0,29.2,86.8,60.0,24.7,45.7,16.7,58.3,20.0,0.0,20.0,-16.700000000000003,-27.700000000000003,-4.5,-41.599999999999994,4,3,8,7,2.0,0.6666666666666666,2.3333333333333335,10.0,4.0,13.0,5.0,5.0,9.0,0.6666666666666666,0.3333333333333333,0.0,0.3999996000004,2.6666666666666665,3,1.3333333333333333,0.6666666666666666,2.3333333333333335,13.0,4.333333333333333,14.666666666666666,5.666666666666667,6.0,11.666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.33333307692327413,2.0,3,1.6,1.0,1.6,9.0,3.8,12.6,5.6,4.2,9.8,0.4,0.4,0.2,0.422221753086941,2.1333333333333333,4,1.4,1.4,2.0,10.4,3.4,14.8,5.8,4.0,11.0,0.6,0.2,0.2,0.3269227625742667,2.1333333333333333,4,1.4,2.0,1.2,7.9,3.3,15.1,6.6,3.0,9.7,0.3,0.3,0.4,0.41772099022659465,1.4363636363636363,4,1.4,1.5,1.5,10.7,3.8,13.3,4.8,5.5,10.1,0.4,0.3,0.3,0.3551398550094813,1.8727272727272728,4,0.8,2.4,1.0,5.8,2.4,15.2,7.8,3.8,9.6,0.2,0.4,0.4,0.4137923900131207,1.4,2,1.4,2.0,1.0,9.4,3.4,14.4,5.2,5.4,9.0,0.2,0.4,0.4,0.3617017428704863,1.2666666666666666,2,3.0,1.0,1,-0.3999999999999999,0.0,0.20000000000000018,-0.3999999999999999,0.3999999999999999,2.9,3.2,2.5,1,1,D,1
518,2021-03-10,2021-2022,LaLiga,Granada,Sevilla,1432.142443289823,1582.2588270833946,-85.11638379357169,0.37990080188466224,0.6200991981153378,6,5,1,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,67.9,81.2,14.1,30.5,59.6,57.1,47.3,86.0,35.0,35.0,0.0,0.0,0.0,-18.099999999999994,-71.9,16.799999999999997,0.0,0,0,0,0,0.6666666666666666,2.0,1.0,8.333333333333334,3.0,14.0,5.666666666666667,3.3333333333333335,12.333333333333334,0.3333333333333333,0.0,0.6666666666666666,0.3599995680005184,0.5,0,0.6666666666666666,1.0,1.0,10.666666666666666,3.3333333333333335,7.666666666666667,2.3333333333333335,4.666666666666667,16.0,0.3333333333333333,0.0,0.6666666666666666,0.3124997070315247,0.5,0,1.0,2.2,0.6,7.8,3.0,13.4,5.4,3.8,13.0,0.2,0.0,0.8,0.3846148915193699,0.6,0,0.8,0.8,1.4,10.4,3.2,9.6,3.0,4.2,16.0,0.4,0.2,0.4,0.30769201183460404,1.0666666666666667,0,1.1,1.7,0.8,8.5,3.1,11.0,4.2,4.1,13.2,0.2,0.2,0.6,0.36470545328770204,0.6,0,1.4,0.5,2.2,11.0,3.6,10.2,3.3,4.1,14.8,0.7,0.1,0.2,0.3272724297523366,1.7454545454545454,0,0.6,1.4,0.8,8.8,2.8,10.4,3.8,5.4,14.0,0.2,0.2,0.6,0.3181814566119811,0.8666666666666667,0,1.6,0.4,2.6,9.8,3.4,12.2,3.2,3.0,15.2,0.8,0.2,0.0,0.34693842149140663,2.466666666666667,5,3.0,1.0,1,-0.7999999999999999,-0.4666666666666667,0.19999999999999996,1.4000000000000001,-0.20000000000000018,4.8,3.4,1.72,1,0,H,0
519,2021-03-10,2021-2022,LaLiga,Elche,Celta,1418.5038168110261,1466.5921611679241,16.911655643101994,0.5243186256972748,0.47568137430272517,9,10,-1,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,60.8,83.8,4.0,7.7,38.1,37.1,46.7,72.0,28.3,23.3,0.0,0.0,0.0,-11.200000000000003,-68.0,39.0,5.0,0,0,0,0,0.3333333333333333,2.0,0.0,7.666666666666667,2.3333333333333335,11.666666666666666,3.6666666666666665,4.0,11.0,0.0,0.0,1.0,0.304347429112049,0.0,0,0.3333333333333333,1.6666666666666667,0.3333333333333333,7.333333333333333,1.6666666666666667,8.666666666666666,2.6666666666666665,3.0,17.666666666666668,0.0,0.3333333333333333,0.6666666666666666,0.22727241735579454,0.5,1,0.4,1.4,0.6,7.8,2.0,12.4,3.6,4.6,12.8,0.2,0.0,0.8,0.25640992767957993,0.4,0,0.4,1.2,0.6,7.2,2.0,9.0,3.0,2.8,16.4,0.0,0.6,0.4,0.2777773919758445,0.5333333333333333,1,0.7,1.5,0.6,7.1,2.1,13.0,4.4,3.7,13.4,0.1,0.3,0.6,0.2957742313038996,0.509090909090909,0,0.8,1.0,1.1,8.4,2.7,9.9,3.5,3.4,16.4,0.2,0.5,0.3,0.32142818877596574,0.7454545454545455,1,0.8,1.2,1.0,5.8,2.0,13.6,5.4,2.0,13.4,0.2,0.4,0.4,0.3448269916776006,1.2,1,0.2,1.2,0.4,7.6,2.2,10.4,3.8,4.8,16.2,0.0,0.4,0.6,0.2894733033246009,0.26666666666666666,0,1.0,0.0,1,0.0,-0.1333333333333333,0.0,0.19999999999999996,0.0,3.3,3.2,2.3,1,0,H,0
520,2021-03-10,2021-2022,LaLiga,Espanol,Real Madrid,1500.0,1658.7750043620954,-93.77500436209539,0.36823124299556814,0.6317687570044319,10,6,4,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,50.0,58.8,50.0,52.3,50.0,49.7,50.0,90.0,50.0,58.3,0.0,0.0,0.0,-40.0,-40.0,-2.299999999999997,-8.299999999999997,0,0,0,0,1.2,1.2,1.2,11.0,4.0,11.0,4.0,4.5,10.0,0.35,0.3,0.35,0.35,1.2,0,1.6666666666666667,0.0,3.0,15.666666666666666,5.666666666666667,7.666666666666667,3.3333333333333335,5.666666666666667,10.0,1.0,0.0,0.0,0.3617018967860234,3.0,3,1.2,1.2,1.2,11.0,4.0,11.0,4.0,4.5,10.0,0.35,0.3,0.35,0.35,1.2,0,1.6,0.4,2.4,12.8,4.2,8.6,3.8,4.2,10.6,0.8,0.0,0.2,0.328124743652544,2.8,4,1.2,1.2,1.2,11.0,4.0,11.0,4.0,4.5,10.0,0.35,0.3,0.35,0.35,1.2,0,1.7,0.5,2.3,14.8,4.9,9.0,3.2,5.5,10.4,0.7,0.2,0.1,0.3310808573777991,2.5636363636363635,4,1.2,1.2,1.2,11.0,4.0,11.0,4.0,4.5,10.0,0.35,0.3,0.35,0.35,1.2,0,2.0,0.8,2.2,10.2,4.2,10.4,3.2,3.6,11.4,0.6,0.4,0.0,0.41176430219186066,2.466666666666667,5,1.2,0.0,0,-1.2,-1.5999999999999999,-0.40000000000000013,0.7999999999999999,-0.20000000000000018,5.0,4.0,1.66,2,1,H,0
521,2021-03-10,2021-2022,EPL,Crystal Palace,Leicester,1449.485837353938,1577.3221059347168,-62.83626858077878,0.4105445638126004,0.5894554361873996,7,6,1,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,27.3,61.2,8.0,35.8,55.1,63.4,51.3,62.0,6.7,53.3,0.0,0.0,0.0,-34.7,-54.0,15.5,-46.599999999999994,0,0,0,0,0.6666666666666666,0.3333333333333333,1.6666666666666667,4.666666666666667,1.3333333333333333,17.333333333333332,3.3333333333333335,1.6666666666666667,6.666666666666667,0.3333333333333333,0.6666666666666666,0.0,0.2857136734706997,1.3333333333333333,3,1.0,1.0,1.3333333333333333,9.666666666666666,3.6666666666666665,10.333333333333334,4.0,3.6666666666666665,11.666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.37930995243798027,0.8333333333333334,0,0.8,1.0,1.6,6.6,2.0,17.8,3.8,2.6,9.2,0.4,0.4,0.2,0.303029843894176,1.4,3,1.2,1.4,1.4,9.2,3.4,10.2,3.6,3.8,12.2,0.4,0.2,0.4,0.36956481569041777,1.2666666666666666,0,0.9,1.2,1.5,7.3,2.1,14.3,4.2,2.4,8.9,0.4,0.3,0.3,0.2876708388070702,1.6181818181818182,3,1.5,1.3,1.7,11.8,5.0,10.2,3.8,5.2,11.6,0.5,0.2,0.3,0.4237284544674115,1.5636363636363637,0,0.6,0.6,1.6,8.8,2.2,11.2,3.0,3.2,8.8,0.4,0.4,0.2,0.24999971590941375,1.2,2,1.6,0.8,2.2,13.6,5.0,9.4,2.8,7.0,11.0,0.6,0.4,0.0,0.3676467884950085,2.2,5,1.0,0.0,1,0.20000000000000018,0.1333333333333333,-0.3999999999999999,-0.3999999999999999,-1.4,3.1,3.4,2.3,2,2,D,1
